category,region,amount,quantity
Electronics,East,928.2242638,99
Books,North,827.1322311,3
Food,South,109.6046631,25
Books,East,358.040425,8
Clothing,South,503.4310185,25
Books,South,103.2782491,88
Books,South,290.6224465,45
Clothing,South,404.3236721,67
Electronics,North,727.9220018,88
Clothing,South,154.2389064,55
Clothing,South,377.9040462,20
Food,West,888.1859352,19
Clothing,South,918.3398259,28
Electronics,North,393.2568295,24
Clothing,East,975.5216181,53
Books,South,211.6910505,18
Clothing,East,127.6203838,97
Clothing,East,506.6918824,25
Clothing,West,122.5310403,8
Books,South,167.88482,26
Food,East,51.77843406,40
Clothing,East,829.3266026,7
Food,West,111.2052092,10
Food,East,841.3439627,31
Electronics,North,869.2268754,94
Food,East,843.7091575,26
Food,East,340.7284377,21
Books,West,553.6853097,35
Clothing,South,572.9925257,72
Food,East,807.666865,76
Books,North,882.0704682,3
Food,East,830.7996552,84
Books,North,143.6151167,16
Books,South,569.4876784,73
Clothing,East,280.9235867,40
Electronics,North,108.0800438,41
Food,South,143.8077025,91
Clothing,South,500.3055895,62
Clothing,South,413.4732492,5
Books,West,313.3149288,59
Food,East,888.7830895,88
Books,East,196.0089075,69
Books,West,72.74328364,14
Electronics,South,999.2697721,64
Books,North,537.4700752,83
Food,East,592.3267679,49
Clothing,East,446.5704257,99
Books,North,909.122636,28
Books,South,10.97976453,5
Books,North,832.7810333,28
Clothing,East,945.7836616,27
Clothing,North,450.5344887,37
Clothing,West,93.87242716,70
Books,South,797.5317479,45
Food,East,169.6512884,21
Food,North,202.129647,51
Electronics,South,584.8046031,79
Clothing,South,36.0575624,26
Books,East,13.44150578,6
Books,East,298.8592987,13
Food,West,107.1729555,90
Electronics,South,744.1391209,4
Books,North,499.9998888,34
Books,North,696.9836865,91
Food,West,839.6994857,26
Clothing,North,756.7597716,22
Clothing,North,217.6871427,47
Books,West,267.0676832,46
Clothing,West,627.1195703,74
Clothing,West,157.9170674,69
Food,North,418.5694719,7
Clothing,East,32.76999803,85
Clothing,South,83.16699366,7
Food,North,979.5033994,27
Books,South,619.949865,48
Clothing,East,457.3548782,50
Clothing,East,680.135965,23
Books,West,434.9054394,93
Electronics,South,975.9115648,21
Books,East,312.3664226,61
Food,South,66.14920375,40
Food,East,25.78320867,9
Electronics,South,242.1015228,96
Electronics,East,266.655177,97
Books,West,314.9715247,49
Clothing,East,503.2467639,47
Electronics,West,557.5299912,81
Books,South,319.027132,12
Books,West,893.3304232,32
Clothing,South,654.8883907,19
Books,North,937.4981787,95
Food,North,170.5047863,42
Electronics,North,604.39678,42
Books,South,305.2082607,52
Books,North,635.0564655,12
Books,West,27.70537142,97
Food,North,171.1315788,5
Books,West,980.9382848,75
Food,North,271.3623937,66
Clothing,South,137.2182163,95
Books,West,878.625971,24
Electronics,West,843.4743562,40
Books,South,762.9317988,93
Clothing,West,644.6161526,54
Clothing,North,565.5172102,72
Food,East,22.86791921,35
Books,East,960.9330044,36
Electronics,East,202.3454279,21
Clothing,South,902.7774158,18
Clothing,South,257.174375,7
Food,North,52.19517828,82
Food,East,591.1980026,83
Electronics,South,330.822521,51
Electronics,East,346.9228113,62
Electronics,South,508.6154891,8
Books,West,219.96106,66
Clothing,North,255.970356,97
Books,North,523.5076487,13
Clothing,West,932.8817577,53
Electronics,East,949.1251581,47
Electronics,North,680.6107327,86
Food,West,30.08391853,31
Books,South,657.0804172,95
Clothing,South,910.8161016,90
Clothing,West,270.5175646,76
Books,West,133.4604007,64
Books,North,580.1760705,88
Clothing,South,421.8817278,87
Books,East,649.2013202,16
Electronics,North,591.4752163,93
Food,North,613.9660695,59
Books,North,708.608292,82
Books,South,904.492619,22
Clothing,South,519.7083354,30
Clothing,West,41.4438213,81
Books,North,620.5433948,27
Books,East,117.0673311,70
Electronics,North,692.3967104,38
Electronics,West,647.3492951,86
Books,South,113.3670965,31
Electronics,East,179.2496456,12
Food,South,273.5068868,96
Clothing,South,785.6699581,23
Clothing,West,683.0765667,83
Food,North,856.5640156,44
Electronics,South,507.1092098,27
Food,West,839.1514054,21
Books,North,232.492204,28
Clothing,North,979.6310065,41
Electronics,North,664.274204,22
Books,South,273.7832176,15
Electronics,North,133.3683842,35
Books,East,724.8999131,90
Electronics,West,765.4380879,9
Clothing,West,562.5565661,61
Electronics,South,752.6620986,72
Books,East,735.8311395,62
Books,North,725.2771821,10
Food,North,763.9724841,97
Clothing,North,671.6580806,98
Electronics,East,673.4617121,88
Books,East,831.3023656,52
Electronics,North,866.1980655,67
Electronics,South,555.9042221,87
Electronics,West,352.3266466,11
Clothing,South,357.5469541,90
Food,West,482.9944469,12
Electronics,West,463.9960768,43
Electronics,South,569.0588929,5
Books,North,463.815743,76
Books,North,958.8026713,26
Electronics,East,646.3694104,88
Clothing,South,876.5408624,68
Clothing,South,93.85489522,34
Clothing,West,543.6729373,90
Clothing,East,862.4511955,77
Electronics,North,806.4849117,84
Electronics,East,426.2659052,96
Books,North,601.9906719,58
Books,East,253.7779866,98
Electronics,East,523.3865388,63
Books,South,978.2711325,7
Food,South,236.9067055,45
Food,North,696.956688,39
Food,East,433.216725,77
Food,North,893.4468145,75
Books,North,762.8134913,13
Electronics,West,5.124494158,49
Clothing,South,874.3241742,13
Books,East,871.509399,64
Books,West,777.463041,17
Books,West,942.9767877,77
Clothing,East,149.5307451,46
Books,West,304.0810399,21
Books,North,16.37983546,42
Clothing,South,562.6129013,94
Food,North,120.7500376,19
Electronics,North,69.55587769,39
Electronics,East,974.5292172,77
Food,East,70.60527482,10
Books,East,321.350206,10
Food,East,404.0256462,39
Food,West,308.744562,72
Food,West,819.1668618,5
Books,North,99.09954078,28
Food,South,577.1982209,11
Clothing,South,160.6157649,18
Electronics,East,25.09923373,32
Clothing,North,4.529274878,1
Clothing,East,139.8198678,18
Electronics,North,978.130354,78
Food,East,562.1999727,80
Food,North,152.1715625,44
Food,North,346.8195908,82
Books,North,319.3153724,21
Books,West,808.3634949,64
Books,South,540.7057331,68
Books,West,309.3187741,92
Books,East,854.1035008,57
Clothing,East,406.4281328,64
Food,North,333.550014,41
Food,West,36.06590599,53
Food,West,768.5256681,42
Food,East,642.5919372,83
Food,South,108.741669,92
Food,West,314.5681283,78
Food,North,279.0242928,95
Food,North,559.9643779,95
Books,North,79.12106625,98
Books,South,319.4924245,80
Food,West,243.9915823,51
Electronics,North,338.6045533,19
Clothing,East,582.3863089,56
Electronics,North,888.9559962,26
Clothing,West,931.5706398,77
Clothing,West,733.2706416,81
Clothing,East,841.4459855,56
Food,North,93.58058494,69
Electronics,North,341.2838161,30
Food,South,248.7308274,53
Clothing,West,701.4112056,36
Books,West,518.219154,80
Clothing,East,361.0418358,43
Books,West,823.7950744,94
Electronics,East,667.3297957,85
Electronics,West,621.7900266,76
Clothing,North,63.28143673,82
Books,East,521.2936005,51
Food,South,531.9347523,64
Electronics,West,821.5575889,85
Clothing,West,704.8666904,51
Electronics,North,664.5937896,74
Clothing,North,693.2488706,71
Electronics,North,386.4528586,96
Food,North,663.7565431,80
Books,South,608.7278429,83
Electronics,South,33.36303596,88
Food,East,627.7802947,33
Food,East,353.4429594,67
Books,South,872.5878472,11
Books,North,345.7022578,38
Books,East,807.2955904,47
Clothing,East,978.7349632,77
Books,North,1.356693621,5
Books,North,350.8849923,25
Electronics,East,933.6468294,41
Food,South,484.2077995,37
Electronics,East,948.9108753,33
Clothing,East,109.841543,56
Clothing,North,716.6202064,90
Clothing,South,919.3951303,18
Food,East,71.58301172,94
Books,West,194.7672486,61
Clothing,East,929.7451024,65
Books,East,336.0332272,45
Books,East,134.6740129,12
Food,East,608.9870823,58
Books,West,883.4306976,33
Food,South,56.97671941,10
Books,North,160.8322941,6
Books,North,782.3019731,90
Clothing,South,596.1799316,13
Clothing,South,823.2235351,19
Clothing,South,639.333893,73
Electronics,South,118.0554935,5
Electronics,South,460.3580224,26
Books,East,307.7075021,24
Electronics,South,665.3856843,55
Electronics,West,920.693804,99
Clothing,South,20.56558012,37
Food,South,172.1477414,55
Food,West,537.2428756,76
Electronics,North,622.8883149,49
Electronics,East,673.3046888,21
Electronics,East,727.0724545,23
Books,West,568.6728073,32
Clothing,East,640.334029,29
Books,North,809.6132838,88
Clothing,North,920.6389036,89
Food,West,749.8075996,2
Clothing,West,164.9582227,22
Food,East,672.994357,14
Books,South,21.11428968,57
Books,South,37.50507452,72
Electronics,East,800.1841349,45
Electronics,North,917.8575292,85
Books,South,4.434263327,61
Electronics,East,391.9555514,89
Clothing,South,755.9006902,13
Clothing,East,951.3567127,33
Clothing,South,568.8777492,75
Clothing,West,829.5272889,99
Food,North,234.0260984,70
Clothing,North,718.3606133,37
Clothing,North,206.942915,60
Food,East,662.8587909,8
Electronics,North,944.3592117,99
Food,West,689.9252108,42
Electronics,East,298.2393561,63
Clothing,East,544.2149522,58
Electronics,South,432.1070769,75
Books,West,970.2403108,9
Food,North,632.7372748,20
Books,South,949.1873959,85
Books,East,860.437394,1
Books,South,316.6158633,64
Books,North,851.2103287,92
Clothing,North,175.8750109,51
Books,South,171.6513349,91
Clothing,West,593.4652561,35
Electronics,North,934.6495718,8
Books,East,765.9293118,15
Clothing,West,290.1679071,44
Electronics,West,889.9622817,92
Clothing,East,64.76979713,38
Clothing,West,58.34178267,48
Books,East,828.1647161,58
Books,North,801.6732709,5
Food,South,919.2151995,77
Food,South,443.2729765,8
Electronics,North,649.3171565,82
Clothing,North,783.822853,94
Clothing,West,923.3392117,93
Electronics,East,375.3042632,42
Books,East,249.9973786,34
Clothing,South,933.259307,5
Clothing,East,753.2247286,21
Food,West,988.6627416,77
Food,South,548.3437846,46
Clothing,North,90.03194326,14
Books,South,883.1637921,16
Clothing,East,928.499506,13
Books,North,366.8021354,93
Books,North,154.9886931,42
Clothing,South,118.7923006,57
Books,East,767.2780484,84
Electronics,South,262.9544895,52
Clothing,East,560.6421327,63
Food,North,168.1189115,93
Books,East,9.492027832,99
Food,North,71.76642353,34
Electronics,West,611.9464102,45
Books,West,526.4326828,81
Food,South,902.8264136,21
Books,East,86.28050001,34
Food,South,858.0629364,81
Electronics,North,724.193613,82
Food,South,300.1237843,38
Books,North,103.591091,62
Food,South,50.4113977,37
Electronics,West,115.7033594,44
Clothing,North,831.559098,81
Books,West,854.2834229,51
Clothing,West,567.5023706,5
Food,North,368.2480277,53
Clothing,West,771.9376475,23
Books,East,599.1644274,74
Books,West,601.97813,93
Electronics,South,868.3774433,64
Books,West,560.0145872,8
Food,North,930.2824962,41
Books,North,52.9293889,93
Clothing,East,955.6059971,62
Electronics,West,373.4993651,6
Books,West,238.9873029,80
Food,North,659.7208224,56
Clothing,West,66.80475167,77
Food,South,928.9499623,66
Food,East,113.2183136,82
Books,East,881.3985122,67
Books,West,393.8039524,7
Electronics,West,453.9762832,64
Food,North,567.4743418,9
Food,North,685.4986993,77
Electronics,West,440.1989652,13
Books,North,757.7481739,38
Electronics,West,389.3929822,76
Electronics,West,650.7218971,18
Food,West,387.3047631,39
Clothing,North,660.9528312,75
Books,East,990.4876156,93
Books,South,62.73729701,28
Clothing,West,320.6912935,15
Food,North,748.9254505,50
Clothing,West,982.8184716,66
Books,North,737.5016658,30
Books,North,656.4569753,63
Books,West,760.5004788,94
Electronics,West,855.5042837,34
Food,East,566.9748044,88
Books,West,216.1247173,78
Clothing,East,336.4146614,51
Clothing,West,351.5270149,45
Food,East,162.7142344,96
Books,West,642.97465,75
Food,West,829.2027755,42
Food,North,971.8334636,99
Clothing,South,281.7325787,41
Electronics,South,272.1615211,36
Clothing,North,30.92956599,69
Food,North,205.6278313,59
Clothing,East,255.5249014,76
Food,South,291.7362835,25
Electronics,North,309.3702937,91
Books,East,845.4857331,52
Clothing,East,165.1005978,68
Clothing,West,649.1510155,13
Electronics,North,856.2081156,48
Books,East,259.5762067,58
Electronics,South,655.6583446,26
Food,East,749.6940798,42
Books,East,537.9177149,98
Food,South,678.8311713,54
Food,West,275.8520333,47
Books,South,827.3909052,1
Books,West,259.0123303,54
Electronics,South,808.5382334,50
Food,South,354.5961134,96
Clothing,West,882.4881445,1
Food,East,698.7033344,3
Books,South,264.1216086,86
Clothing,South,617.2285456,40
Books,West,355.3548034,75
Books,West,952.5824283,4
Food,East,73.74790494,39
Electronics,East,584.5942507,32
Food,South,735.1864654,18
Books,North,448.6017164,71
Clothing,East,18.44824842,83
Clothing,North,215.6990222,75
Books,West,579.6777202,90
Clothing,North,967.5993012,4
Electronics,East,119.6887466,50
Electronics,North,248.7048536,73
Food,East,527.2989632,27
Food,West,87.38878447,80
Books,North,872.5469092,43
Electronics,East,131.6869055,88
Books,East,679.0835982,73
Electronics,South,437.5857146,30
Electronics,North,59.17511777,41
Books,North,48.88116875,34
Electronics,East,582.3903049,13
Electronics,South,382.3918994,94
Food,South,470.4884989,57
Electronics,North,638.8364681,55
Electronics,North,413.8772262,93
Clothing,South,313.2168512,42
Food,North,355.5470763,45
Books,North,545.2061159,77
Books,North,529.9594543,49
Food,South,901.6724699,35
Electronics,West,61.11010762,20
Food,East,793.2922547,58
Books,West,476.6327543,73
Food,East,162.1906518,6
Electronics,North,320.6107518,67
Books,South,134.4823648,90
Books,North,921.4980281,47
Clothing,East,439.3654551,37
Clothing,South,120.8495876,13
Books,North,748.0921195,50
Electronics,North,827.9662181,87
Clothing,South,453.0762955,70
Books,East,312.1749495,42
Electronics,East,913.978744,97
Clothing,West,675.2245164,84
Clothing,North,609.6252989,23
Clothing,West,62.64287663,64
Clothing,North,183.2010464,35
Electronics,South,253.4823162,23
Books,South,643.5550732,96
Clothing,South,78.07564826,85
Food,West,572.8404695,1
Books,East,729.4785312,23
Clothing,East,971.7675085,60
Clothing,East,571.2380549,47
Clothing,East,730.8537366,11
Clothing,East,149.1092086,69
Clothing,East,984.8733777,89
Books,South,159.4176931,24
Food,East,230.4226194,25
Books,South,607.9919003,9
Clothing,South,385.4757803,65
Food,East,243.1182297,73
Clothing,East,427.4583192,15
Electronics,South,22.66439381,59
Clothing,East,635.8940198,72
Food,North,440.7640506,93
Books,West,864.1350392,48
Food,East,990.1817792,21
Clothing,East,892.2308103,79
Food,South,770.6179448,47
Electronics,West,236.8003706,32
Electronics,South,858.8125256,99
Clothing,South,774.957985,19
Books,West,352.6126576,97
Electronics,North,731.221413,2
Clothing,East,48.00572377,43
Books,South,874.9126338,5
Food,South,159.4699105,99
Electronics,South,680.939844,34
Clothing,South,509.3016433,13
Books,West,115.025922,62
Electronics,North,488.250714,65
Food,West,666.9474511,19
Electronics,South,390.8491701,71
Clothing,East,806.9212845,81
Books,West,35.56580326,44
Clothing,West,588.2979489,44
Food,East,154.7186032,14
Electronics,North,446.9798021,24
Books,West,232.4253816,38
Books,West,655.074072,33
Electronics,North,388.5714575,18
Electronics,North,288.9700932,69
Electronics,West,446.3454227,73
Books,North,729.9389373,75
Clothing,North,572.8058123,31
Clothing,West,7.740425455,36
Books,South,316.7382018,24
Books,South,538.2745647,34
Clothing,East,769.7964244,29
Food,West,613.265262,18
Clothing,North,84.9895231,51
Clothing,West,533.7488489,73
Electronics,South,311.6829782,21
Food,East,5.259679675,79
Electronics,South,541.5889959,10
Electronics,South,185.143904,10
Electronics,West,29.81256915,70
Clothing,East,269.2242642,31
Electronics,West,284.4164833,1
Food,West,236.2064815,93
Clothing,South,830.2438647,13
Electronics,East,664.5136163,19
Books,North,524.1686593,64
Electronics,South,807.8471655,91
Clothing,South,693.310683,37
Books,North,671.7836162,70
Books,North,661.6250237,72
Books,West,550.6797136,27
Electronics,East,855.5307155,15
Food,West,195.2340588,63
Books,East,737.5832323,60
Electronics,East,940.9249287,68
Electronics,East,867.7598526,2
Clothing,South,767.6384802,90
Food,South,851.5661921,64
Clothing,North,940.8323178,97
Books,West,95.09673663,19
Food,South,229.4589738,29
Electronics,East,292.3311683,97
Books,West,203.359656,84
Clothing,North,537.51252,63
Electronics,West,773.1912624,12
Clothing,East,794.0944503,29
Books,North,599.774226,29
Books,East,128.88289,48
Books,East,84.26124107,18
Books,West,803.9934614,31
Electronics,South,463.7180612,40
Clothing,West,551.8290989,87
Food,North,425.9692696,20
Food,West,900.236782,96
Books,South,276.0886027,28
Electronics,North,707.2171224,78
Books,East,619.4212788,1
Food,East,488.2610902,64
Food,West,111.2057607,66
Electronics,North,376.9037139,81
Books,South,77.85409062,85
Books,East,84.15372547,53
Food,West,166.6883931,54
Clothing,West,173.4090465,34
Books,East,901.1330185,79
Clothing,South,484.0685777,27
Books,East,388.8044099,24
Clothing,North,46.18661717,77
Food,North,433.6261614,7
Books,West,360.7641707,90
Electronics,East,571.6906138,92
Books,East,988.2563231,65
Books,North,865.1096164,54
Food,North,965.1026206,70
Electronics,East,48.24407383,72
Food,South,593.1215419,97
Books,North,208.6165582,65
Food,East,674.1349215,30
Electronics,West,411.8806019,8
Clothing,West,248.9346389,93
Clothing,West,84.33154119,58
Books,East,120.0513751,77
Books,North,92.71303956,52
Clothing,West,482.1227342,83
Electronics,West,672.0373747,93
Clothing,East,177.184478,2
Clothing,North,699.5523956,87
Books,West,538.6613031,40
Books,West,294.4933069,8
Electronics,South,150.4963891,46
Books,North,998.6930676,72
Food,South,890.6512073,97
Food,West,709.257373,80
Food,South,134.5549607,94
Clothing,North,108.2414173,88
Clothing,North,64.6239803,57
Clothing,North,724.0362036,52
Books,North,103.9028132,62
Electronics,North,531.1390398,7
Books,East,402.745236,46
Clothing,South,983.0771328,67
Books,West,948.3255567,15
Electronics,North,102.3821389,90
Clothing,South,557.8992983,7
Electronics,South,53.63745688,36
Food,East,997.5600157,20
Electronics,South,261.773325,24
Electronics,West,104.2596194,61
Books,East,864.3299202,15
Food,East,624.7504733,69
Electronics,North,842.0710985,37
Food,West,820.2003163,47
Books,South,128.7101055,21
Food,North,922.7895805,34
Electronics,West,706.6607812,15
Food,South,214.8904078,54
Food,East,683.0882293,20
Clothing,East,245.0454058,66
Clothing,East,531.0654234,37
Food,South,431.9482371,93
Food,West,377.442775,27
Clothing,North,452.4015765,19
Books,North,581.0014369,32
Clothing,South,734.3397404,39
Clothing,North,335.161238,35
Electronics,West,951.1504705,87
Electronics,East,136.6185286,34
Clothing,East,925.7697306,76
Clothing,West,157.0384269,2
Food,North,575.5056512,33
Electronics,East,656.8783247,41
Books,East,817.8839764,6
Food,East,534.70026,91
Books,West,446.9713895,48
Clothing,West,137.7962219,79
Books,North,95.62845354,28
Electronics,North,480.1686587,31
Electronics,North,970.7274814,53
Clothing,East,397.27971,30
Food,South,553.1042259,34
Food,East,80.18614192,48
Food,South,486.3021006,16
Books,South,800.8544356,18
Food,North,712.9422461,60
Clothing,West,642.0056565,51
Books,West,164.7005329,87
Books,East,752.4000074,36
Books,East,774.1493989,53
Food,South,472.2371931,89
Electronics,North,759.649737,54
Electronics,West,272.3695862,97
Clothing,North,934.0887458,96
Food,North,959.5529339,43
Books,North,640.7538209,11
Electronics,East,982.9496474,8
Electronics,North,308.2536733,9
Electronics,North,68.23226718,82
Food,North,958.4176746,16
Electronics,North,326.3111724,40
Electronics,North,141.6289878,34
Clothing,West,331.0249372,19
Books,North,284.1870138,76
Clothing,North,748.6214498,58
Books,North,128.6404403,91
Food,South,39.10382574,20
Electronics,North,685.7799223,53
Clothing,East,905.866926,45
Electronics,South,309.0809022,86
Clothing,West,95.01140697,14
Electronics,East,910.6759328,86
Clothing,West,941.0585774,51
Clothing,West,917.2194352,8
Books,West,748.1633747,61
Clothing,West,258.9348594,44
Clothing,South,967.5142237,35
Electronics,East,815.8425472,53
Food,North,352.7463053,82
Food,North,427.9743677,56
Food,South,542.0163868,34
Electronics,West,828.0951235,55
Clothing,East,867.5465267,54
Books,West,228.5362427,55
Food,South,703.8827496,5
Food,West,76.13087839,71
Books,North,800.149292,33
Food,North,38.31908696,89
Clothing,East,134.1614117,48
Clothing,South,255.0829698,98
Electronics,West,761.3476236,98
Books,North,598.8658708,23
Books,North,748.8257781,33
Clothing,South,421.2765689,2
Food,South,227.3672609,14
Books,South,180.9106917,61
Electronics,North,930.1145351,9
Clothing,East,444.3624433,97
Electronics,West,6.213622936,96
Clothing,West,995.8757185,5
Electronics,North,184.8833165,81
Books,West,399.2488224,93
Electronics,East,869.1995264,4
Electronics,South,491.3782163,20
Food,East,565.1132692,71
Clothing,West,323.3447504,49
Electronics,South,750.9725328,44
Food,North,819.8983825,72
Electronics,East,857.2036737,78
Electronics,East,14.12700159,34
Electronics,West,864.0769108,17
Electronics,North,655.4216608,99
Clothing,East,914.1377114,60
Electronics,East,734.120197,24
Electronics,East,694.5242119,79
Books,East,232.282184,75
Food,West,500.2427677,40
Clothing,East,102.1113913,6
Clothing,East,696.7774407,83
Food,North,700.6540393,47
Clothing,West,160.9174765,64
Food,West,479.0428577,38
Books,North,598.3201595,83
Electronics,South,247.8642207,84
Clothing,North,699.7898462,24
Books,North,230.0929776,8
Clothing,North,77.06674369,86
Books,West,141.004848,11
Clothing,North,238.3949099,92
Electronics,North,936.9555418,76
Books,East,815.9110311,68
Books,South,491.5502401,9
Books,East,565.963238,84
Books,South,436.8635491,69
Books,East,812.1735376,81
Books,North,110.2809749,42
Electronics,East,112.0716777,50
Electronics,North,361.7837814,48
Electronics,West,560.2961781,61
Food,West,208.46682,18
Clothing,West,234.8742072,47
Books,West,593.8011512,53
Electronics,South,158.3069647,11
Food,South,469.5486197,86
Electronics,North,819.723582,20
Books,West,271.5336367,89
Electronics,West,176.5844914,86
Food,North,98.36816743,15
Food,North,904.534245,88
Books,South,75.796805,39
Food,South,268.7461815,84
Food,North,70.16716891,66
Books,East,851.8394257,80
Food,South,807.1465622,22
Electronics,West,800.4044631,37
Books,West,979.5658225,36
Books,East,995.2629974,75
Clothing,North,760.3027562,46
Clothing,North,959.362961,66
Clothing,West,651.0927575,2
Electronics,North,285.4545257,96
Food,North,573.2748796,71
Books,West,104.8752032,64
Food,North,622.6234598,87
Food,South,255.9275509,85
Food,North,99.29042863,17
Electronics,East,669.3998893,53
Clothing,West,246.8245945,62
Food,South,179.4930452,52
Clothing,West,570.8468097,53
Food,West,97.07374267,92
Food,West,237.5191487,79
Clothing,East,860.206049,9
Books,South,729.9763482,67
Books,South,248.5970522,64
Books,North,73.39886559,67
Books,West,300.1678032,90
Books,South,647.1893237,49
Clothing,East,128.8524604,4
Electronics,North,865.6347275,87
Books,East,522.3204075,26
Food,South,987.9150777,29
Books,North,874.7446661,9
Electronics,North,373.3098478,68
Electronics,North,114.0594163,39
Electronics,West,705.97924,44
Food,East,788.263947,21
Clothing,West,438.2314384,9
Clothing,North,281.7917613,29
Books,East,574.2272894,79
Books,South,903.8182355,9
Books,North,958.9183829,9
Electronics,East,651.5483012,9
Books,North,682.749937,95
Food,North,577.4815976,90
Books,South,49.44902377,14
Electronics,West,936.9154498,37
Electronics,South,679.2755293,16
Books,East,982.7509467,29
Food,North,967.5914283,19
Electronics,South,882.6868846,9
Electronics,West,299.5652686,79
Electronics,West,181.8728064,73
Food,North,208.3202217,83
Food,North,149.9374072,13
Electronics,East,50.73370254,99
Food,West,259.6519661,31
Electronics,East,592.9174545,47
Electronics,North,106.2664458,30
Clothing,North,971.2041097,43
Books,South,875.1519226,28
Books,East,794.4883165,97
Clothing,West,323.7279321,99
Clothing,South,62.33419546,14
Food,West,970.5580227,33
Food,East,799.9793813,53
Clothing,West,543.0333971,34
Electronics,South,65.15121845,59
Food,West,461.0022071,20
Books,North,246.1747573,38
Electronics,East,572.279537,69
Books,West,392.4815881,5
Clothing,South,39.71391103,81
Electronics,West,221.4659635,71
Books,West,137.156005,88
Books,East,842.4390014,46
Books,North,748.4814364,18
Electronics,South,861.5955254,8
Books,West,447.0195266,99
Electronics,East,723.1422529,21
Food,West,991.6146302,1
Clothing,West,809.988943,23
Books,East,927.1183789,65
Food,South,73.49058108,25
Food,East,555.1514825,40
Electronics,North,185.4722209,17
Books,South,779.9708786,63
Food,South,766.4093147,17
Clothing,South,976.019619,62
Food,West,749.2569473,4
Electronics,West,413.7007508,58
Electronics,East,206.912532,28
Clothing,East,893.2089749,83
Food,South,386.4121058,39
Books,West,199.47446,6
Books,West,995.6379793,71
Food,North,533.8877289,62
Electronics,North,811.4332272,56
Electronics,East,495.6602638,16
Clothing,East,213.9723219,41
Food,East,964.3462961,93
Food,South,945.4577298,26
Books,South,514.7699104,63
Clothing,East,811.976595,71
Electronics,South,581.8204687,69
Books,East,701.0904136,64
Clothing,West,202.4390648,73
Books,West,683.8790201,53
Clothing,East,734.0544708,29
Clothing,North,513.3088864,22
Electronics,South,57.70715706,60
Food,South,901.5341555,61
Clothing,East,611.5822589,18
Books,North,5.651421786,39
Food,South,573.0116473,94
Books,North,495.6331804,58
Electronics,West,933.4039199,92
Electronics,North,49.11363996,88
Clothing,East,627.1130014,93
Electronics,East,356.6584682,21
Food,West,530.3575491,7
Electronics,North,935.4968634,95
Clothing,South,73.93744621,31
Clothing,West,458.1799833,9
Books,North,682.7633945,48
Food,East,751.7174595,19
Clothing,North,554.001945,62
Food,North,858.1564588,5
Books,East,600.2200587,99
Books,East,168.8349285,38
Clothing,South,847.676869,11
Electronics,North,138.9277775,47
Books,South,470.7596601,19
Food,East,8.062123778,81
Food,North,640.6697383,64
Clothing,South,210.8087766,19
Clothing,South,965.2288747,21
Food,North,200.5708507,54
Clothing,West,478.7184572,95
Clothing,South,478.5869706,44
Books,East,896.0553484,32
Books,South,641.5252727,39
Food,North,666.511906,78
Electronics,South,902.4698753,99
Clothing,East,94.61690087,47
Clothing,West,675.4294743,38
Electronics,South,56.14581777,9
Clothing,East,806.6354891,27
Electronics,South,745.730707,15
Electronics,East,782.2281223,47
Food,East,52.75235926,71
Books,North,311.3000282,35
Electronics,North,347.9804909,36
Electronics,South,781.1740835,81
Books,East,490.814746,1
Clothing,North,821.1906851,50
Electronics,East,212.9996251,6
Books,North,341.0367369,41
Books,West,428.1869717,36
Clothing,South,328.0131129,59
Electronics,West,207.1440134,62
Clothing,South,354.8301113,42
Electronics,West,977.5456128,27
Electronics,South,358.6848529,85
Books,North,203.730242,86
Books,East,543.2471981,36
Food,South,63.24496041,66
Clothing,East,977.2280127,97
Books,West,724.815165,91
Clothing,West,201.9021041,78
Food,North,924.1611633,15
Electronics,West,562.2452631,45
Books,South,703.4733618,42
Clothing,North,637.8428344,94
Books,West,28.31468155,74
Electronics,North,192.3654171,56
Food,North,292.4513069,7
Books,East,367.2086002,3
Clothing,West,174.4585518,29
Food,North,433.330098,74
Food,South,674.5477776,34
Electronics,North,923.7107551,37
Electronics,East,489.7857686,16
Food,South,463.9260545,16
Food,North,212.7346002,66
Books,East,723.8861082,36
Clothing,West,13.91574823,96
Books,East,979.008554,1
Books,North,376.8600042,92
Electronics,West,111.2709855,63
Electronics,West,450.6332281,32
Clothing,South,390.4592014,16
Electronics,East,992.992222,5
Food,North,91.32895883,70
Electronics,South,960.4653336,37
Food,North,737.4922928,91
Electronics,North,431.66496,22
Clothing,West,729.507688,92
Electronics,North,285.3061308,2
Food,West,321.0829012,39
Electronics,East,155.8102898,33
Books,North,29.89300592,14
Food,East,348.9482324,52
Food,South,583.8249456,29
Electronics,West,170.0544303,59
Clothing,East,7.299170135,57
Books,West,724.8998645,62
Electronics,South,119.9434545,68
Food,North,311.8813772,70
Clothing,South,306.9432609,59
Food,West,58.11157584,7
Clothing,North,129.6931151,64
Food,North,423.663272,75
Electronics,West,914.839608,64
Clothing,East,215.4028545,63
Electronics,West,998.1272152,17
Books,South,768.4122753,55
Clothing,North,890.417785,64
Food,North,885.623613,71
Food,East,404.1861033,19
Food,East,217.8531904,46
Books,South,586.7385335,60
Books,North,960.5475779,47
Books,West,392.27111,99
Electronics,West,683.0632245,22
Electronics,South,407.0948066,39
Clothing,East,626.8002114,91
Food,South,953.7596283,72
Books,West,320.3908935,13
